source,target,weight,evidence_count
What it teaches (learning targets), Why the octad is discovered (not assumed) and how it governs later structure.,5,5
Scene 1: n=1→n=5: The Hinge that Forces the Octad,What it teaches (learning targets),5,5
Notes:,■ Metric name & unit,5,5
Worksheet – Strict Ratchet,■ Metric name & unit,5,5
Scene 12: Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,What it teaches (learning targets),5,5
What it teaches (learning targets), Find hot■zones to focus Δ■lifts first.,5,5
Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes,What it teaches (learning targets),5,5
■ Expected debt drop,■ Local identity name,5,5
Hot■Zones),Scene 10: Sound & Subharmonics Viewer (Cartan,5,5
■ Forward pipeline defined,■ Mismatch windows circled,5,5
What it teaches (learning targets), Record receipts across slices (metrics × slabs).,5,5
Scene 8: Card■Deck CQE + Lab Stations,What it teaches (learning targets),5,5
Notes:,■ Forward pipeline defined,5,5
What it teaches (learning targets), Converge via receipts; annihilate non■working cheaply.,5,5
Scene 3: Octet Coverage for ML (A/B→Octet),What it teaches (learning targets),5,5
Worksheet – Octet Overlay,■ H1–H8 views named and colored,5,5
What it teaches (learning targets), Practice stand■in overlays for sensitive domains.,5,5
■ Metric name & unit,■ New (tighter) threshold,5,5
Hot■Zones), Map harmonic stack to octet; subharmonics to Cartan ‘outside’ nudges.,5,5
Finance),"Scene 15: Capstone: Three■Track Non■Toy (Optics, DNA,",5,5
What it teaches (learning targets), Always leave a 4■bit and a hash trail.,5,5
Scene 11: Primordial→EM→Thermo: Meaning■Token Safety,What it teaches (learning targets),5,5
Worksheet – Mirror Test,■ Forward pipeline defined,5,5
What it teaches (learning targets), How parity+glue legality forces the shell.,5,5
Local repair notes4-bit Commit,PM,5,5
01_QuickStart,UTC 2025-09-20 21:06,5,5
04_Parity_Loom,Peg grid (8×8). Mark parity lanes and half-glue ticks.,5,5
■ OPE debt ok?,■ Views≥4 passed?,5,5
Assumptions  Claim  Local Test  Counterexample,UTC 2025-09-20 21:06,5,5
Budget-friendly supply list,UTC 2025-09-20 21:06,5,5
08_Master_Ledger,UTC 2025-09-20 21:06,5,5
Optics  Thermal  Polar/Spin/EM  Math/Logic  Bio  Neuro  Cosmos  Systems,UTC 2025-09-20 21:06,5,5
Foam/peg board + balsa rails + clips,UTC 2025-09-20 21:06,5,5
02_Octet_DNA10,UTC 2025-09-20 21:06,5,5
10_Sticky_Sidecars,UTC 2025-09-20 21:06,5,5
13_Class_Checklist,UTC 2025-09-20 21:06,5,5
10-minute run with two decks + overlays,UTC 2025-09-20 21:06,5,5
03_Receipts_4bit,UTC 2025-09-20 21:06,5,5
Worksheet – Ledger Row,■ form_id,5,5
11_Blank_Cards,Notes:,5,5
Eight views + palindromic rest; ten-state save,UTC 2025-09-20 21:06,5,5
Reproducible build receipts,UTC 2025-09-20 21:06,5,5
OPE/FCE  View  Mirror  Hash,Receipts & 4-bit,5,5
■ automorphism id,■ form_id,5,5
12_Baseline_Packs,UTC 2025-09-20 21:06,5,5
07_Theorem_Cards,UTC 2025-09-20 21:06,5,5
Scene 0: Orientation: The CQE Spine Live,mirror) governs correctness; your labels stay provisional until committed.,5,5
11_Blank_Cards,UTC 2025-09-20 21:06,5,5
Worksheet – 4■bit Receipt,■ OPE debt ok?,5,5
Notes:,■ OPE debt ok?,5,5
SReceipts:,views run,5,5
Scene 0: Orientation: The CQE Spine Live, See the full loop: Octet → Mirror → Δ■lift → Strict → 4■bit receipts.,5,5
Attach measured values to cards,UTC 2025-09-20 21:06,5,5
Page 10,Sticky Sidecars,5,5
05_Stations,UTC 2025-09-20 21:06,5,5
PM,SReceipts:,5,5
09_Hypercube_Scaffold,into a toroidal chamber. Mark parity lanes; add Leech masks as needed.,5,5
00_Cover,License: CC-BY 4.0  Generated 2025-09-20,5,5
metrics,views run,5,5
Roles  Stations  Neighbor links,UTC 2025-09-20 21:06,5,5
Pause cards → test → sticky sidecar → continue,UTC 2025-09-20 21:06,5,5
06_Table_Playbook,UTC 2025-09-20 21:06,5,5
4. Polar/Spin,"Bounds, interval proofs, receipts.",4,4
-lifts:,Deck Mapping:Blue=________ Red=________,4,4
P M,SHash:,4,4
Blocking (5–15 minutes),"— Claim ids, mirror pass/fail, Δ■lift ids, receipts.",4,4
Neighbor Links (who talks to whom and when),Shear/field rails; anomaly notes.,4,4
6. Bio/Neuro proxy,Shear/field rails; anomaly notes.,4,4
Scene 7: 8■Person Table with Neighbor Lanes," Role mesh, not silos: 8 seats, 2■bit lanes, neighbor hand■offs.",4,4
6. Bio/Neuro proxy,Views H5–H6; L↔R parity checks; spin filters.,4,4
Debrief (2–3 prompts),"— Claim ids, mirror pass/fail, Δ■lift ids, receipts.",4,4
Finance), Show that form stays fixed while semantics swap.,4,4
Scene 7: 8■Person Table with Neighbor Lanes,■ Did any claim survive only after a Δ■lift?,4,4
5. Math/Logic,"Overlay RMS, gate irreversibility.",4,4
7. Cosmos/Fields,Closed-loop error; safety ratchets.,4,4
7. Cosmos/Fields,"Bounds, interval proofs, receipts.",4,4
failing with hash.,"✓ Card stack, mirror sheet, ledger snippet.",4,4
8. Systems/Robotics,"Overlay RMS, gate irreversibility.",4,4
5. Math/Logic,Views H3–H4; manages ΔT and cadence.,4,4
Hand■ins (artifacts to keep),■ Did any claim survive only after a Δ■lift?,4,4
-lifts:,4-bit Commit,4,4
Scene 6: Two■Scientist Theorem■Card Resolution,■ Which rail constrained the others? Why?,4,4
Views H1–H2; runs PSF/FFT mirror; proposes,Views H3–H4; manages ΔT and cadence.,4,4
Scene 0 — Orientation: The CQE Spine Live, See the full loop: Octet → Mirror → Δ■lift → Strict → 4■bit receipts.,4,4
Scene 0 — Orientation: The CQE Spine Live,"■■ Tighten one metric (strict ratchet), shade a 4■bit receipt; log ledger.",4,4
"Decks, sleeves, sticky notes, cheap sensors (thermometer, lux meter, calipers).", Pause→measure→resume loop without losing context.,4,4
Room," Paper■only run with decks, sticky tokens, and quick metrics.",4,4
Hand■ins (artifacts to keep),■ Was any crucial info missing on blue?,4,4
Scene 8: Card■Deck CQE + Lab Stations," Paper■only run with decks, sticky tokens, and quick metrics.",4,4
Scene 0 — Orientation: The CQE Spine Live,"✓ Filled octet, mirror ticks, Δ■lift card, 4■bit stickered ledger row.",4,4
1. Anchor,UTC 2025-09-20 21:06,4,4
Scene 8: Card■Deck CQE + Lab Stations,■ Which neighbor interface was hottest?,4,4
"Scene 15: Capstone: Three■Track Non■Toy (Optics, DNA,",■ Was any crucial info missing on blue?,4,4
8-Person Table Playbook,"Keeps form_id, ledger, and mirror law; calls",4,4
Hand■ins (artifacts to keep),■ Which neighbor interface was hottest?,4,4
Roles  Stations  Neighbor links,commits.,4,4
1. Anchor,2. Optics,4,4
3. Thermal,Views H5–H6; L↔R parity checks; spin filters.,4,4
"Keeps form_id, ledger, and mirror law; calls",Views H1–H2; runs PSF/FFT mirror; proposes,4,4
commits.,Δ-lifts.,4,4
N/A,"— Seat map, cycle count, debt burn, commits.",4,4
"Round table, role badges, coordination board.",Safety,4,4
2. Optics,3. Thermal,4,4
"Octet sheet, DNA■10, 4■bit sticker, ledger page.",Scene 0 — Orientation: The CQE Spine Live,4,4
"Scene 15: Capstone: Three■Track Non■Toy (Optics, DNA,",What it teaches (learning targets),4,4
Safety,failing with hash.,4,4
"Round table, role badges, coordination board.", How a 10■minute cadence creates stable throughput.,4,4
4. Polar/Spin,Δ-lifts.,4,4
Room," Role mesh, not silos: 8 seats, 2■bit lanes, neighbor hand■offs.",4,4
06_Table_Playbook,Neighbor Links (who talks to whom and when),4,4
Theorem Card,UTC 2025-09-20 21:06,4,4
=____ =____ =____ =____,Deck Mapping:Blue=________ Red=________,4,4
CQE Card Mini-Mat Travel,Color = Parity (Black/Red),4,4
Blocking (5–15 minutes),"— Rail receipts, meaning pack v#, anchor id.",4,4
Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes, Parallelize OPTICS/THERMAL/POLAR/MATH on same form; swap token packs only.,4,4
Color = Parity (Black/Red),Suits = Sidecars (assign per run):,4,4
08_Master_Ledger,Receipts: 4-bit:____ votes: mirror__/__ views__/__ page hash: __________________,4,4
Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes,■ What fails if glue parity flips?,4,4
meaning pack; promote anchor.,✓ 3 receipts; promoted pack doc; anchor ledger row.,4,4
Hand■ins (artifacts to keep),■ What fails if glue parity flips?,4,4
Suits = Sidecars (assign per run):,hash/date,4,4
Debrief (2–3 prompts),"— Code id, modulus, glue vector, octad layout, legality receipts.",4,4
Ledger hook (what gets recorded),"✓ Photo of loom, mask sheet, ledger row.",4,4
hash/date,metrics,4,4
Hand■ins (artifacts to keep),■■ Mask octads for a Leech slice; show legality via parity.,4,4
Hypercube Scaffold,Page 9,4,4
Hypercube Scaffold,Hypercube → Toroidal Loom,4,4
"— Code id, modulus, glue vector, octad layout, legality receipts.",■■ Build E8 halves; overlay mirror; demonstrate root reflections.,4,4
Debrief (2–3 prompts),"— Rail receipts, meaning pack v#, anchor id.",4,4
Ledger hook (what gets recorded),■■ Lay code parity rows; mark syndrome pad.,4,4
SReceipts:,metrics,4,4
Blocking (5–15 minutes),■■ Mask octads for a Leech slice; show legality via parity.,4,4
N/A,■■ Build E8 halves; overlay mirror; demonstrate root reflections.,4,4
09_Hypercube_Scaffold,Page 10,4,4
Safety,■■ Lay code parity rows; mark syndrome pad.,4,4
Hand■ins (artifacts to keep),■ Which Δ■lift generalized across rails?,4,4
"Foam board, pegs, 8 & 24 strings, clip set.",Safety,4,4
Sticky Sidecars,Sticky Sidecars (Tokens),4,4
"Automorphism: group=________, element=________________",Reproducible build receipts,4,4
"Construction A: p=__, code=______________, glue=________________",Master Ledger,4,4
Room, Run three independent rails on one shell; compare receipts; compress meanings.,4,4
Room, Parallelize OPTICS/THERMAL/POLAR/MATH on same form; swap token packs only.,4,4
Safety,"Theorem cards, claim wall, mirror worksheet.",4,4
"Theorem cards, claim wall, mirror worksheet.", Preserve minority view as Non■Working breadcrumb with hash.,4,4
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4RedSuits Sidecars:",=____ =____ =____ =____,4,4
Room, Resolve disputes with claim/evidence/Δ■lift/receipt cards.,4,4
Page 7,Theorem Cards,4,4
Three stations; octet master; metrics per rail., Show that form stays fixed while semantics swap.,4,4
Theorem Cards,Theorem Cards & Argument Protocol,4,4
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4Blue","1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4RedSuits Sidecars:",4,4
Scene 6: Two■Scientist Theorem■Card Resolution, Resolve disputes with claim/evidence/Δ■lift/receipt cards.,4,4
"Decks, sleeves, sticky notes, cheap sensors (thermometer, lux meter, calipers).",Safety,4,4
"Octet sheet, DNA■10, 4■bit sticker, ledger page.",Safety,4,4
Safety,Three stations; octet master; metrics per rail.,4,4
Assumptions:,Theorem Cards & Argument Protocol,4,4
"1,1 1,2 1,3 1,42,1 2,2 2,3 2,43,1 3,2 3,3 3,44,1 4,2 4,3 4,4Blue","Use left half as Blue, right half as Red",4,4
Hand■ins (artifacts to keep),■ Which rail constrained the others? Why?,4,4
Assumptions  Claim  Local Test  Counterexample,Claim:,4,4
Combined Rail Workspace,"Use left half as Blue, right half as Red",4,4
07_Theorem_Cards,Receipt: ■OPE ■FCE ■View ■Mirror Hash: __________,4,4
N/A,"— 4 receipts, shared form_id, per■rail thresholds.",4,4
Safety,meaning pack; promote anchor.,4,4
Combined Rail Workspace,Compact combined rail with quick fields,4,4
4 stations; shared octet; sticky token labels.,Safety,4,4
CQE Card Mini-Mat Travel,Compact combined rail with quick fields,4,4
4 stations; shared octet; sticky token labels., Converge via receipts; annihilate non■working cheaply.,4,4
Form ID: __________________ Status: ■ANCHOR ■PROVISIONAL ■WORKING ■NON-WORKING,UTC 2025-09-20 21:06,4,4
05_Stations,Receipt,4,4
Hand■ins (artifacts to keep),■ What metric flipped a decision?,4,4
Pre,Receipt,4,4
Eight views + palindromic rest; ten-state save,H3,4,4
Scene 12: Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,■ Did redaction block reproducibility? How fixed?,4,4
01_QuickStart,"Your first problem setup (tokens, views, mirror, strict)",4,4
Hand■ins (artifacts to keep),■ Did redaction block reproducibility? How fixed?,4,4
Debrief (2–3 prompts),"— Stand■in map, redaction count, hash■only attachments.",4,4
receipts.,"✓ Redacted ledger row, safe receipts.",4,4
Blocking (5–15 minutes),"— Stand■in map, redaction count, hash■only attachments.",4,4
Octet & DNA-10,Page 2,4,4
Octet & DNA-10,Octet Overlay + DNA-10,4,4
Safety,receipts.,4,4
Red/blue pens; redaction tape; safety policy sheet.,Safety,4,4
H1,UTC 2025-09-20 21:06,4,4
H2,Octet Overlay + DNA-10,4,4
Red/blue pens; redaction tape; safety policy sheet., Practice stand■in overlays for sensitive domains.,4,4
Room, Bind tokens late; redact dangerous meaning; still keep form receipts.,4,4
Cartan links; run octet/mirror/Δ/strict; pause for a measurement; re■enter.,Safety,4,4
H1,H4,4,4
H2,H5,4,4
Hand■ins (artifacts to keep),■ Which constraint felt most ‘non■negotiable’?,4,4
H3,H6,4,4
Scene 11: Primordial→EM→Thermo: Meaning■Token Safety, Bind tokens late; redact dangerous meaning; still keep form receipts.,4,4
Scene 8 — Card■Deck CQE + Lab Stations,"■■ Map aces→primitives, 2–8 synthesis, 9 full idea, 10 parity twin; face cards = observers; jokers =",4,4
H4,H7,4,4
Scene 11: Primordial→EM→Thermo: Meaning■Token Safety,■ Which Δ■lift removed the beat?,4,4
"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts",■ Which constraint felt most ‘non■negotiable’?,4,4
H5,H8,4,4
Hand■ins (artifacts to keep),■ Which Δ■lift removed the beat?,4,4
H6,REST (palindromic mirror): notes / constraints,4,4
Debrief (2–3 prompts),"— Tone pair, beat freq, Δ■lift, receipt.",4,4
5) Strict ratchet: Tighten thresholds only after a pass (gold sticker).,"Your first problem setup (tokens, views, mirror, strict)",4,4
N/A,"— Falsifier ids (F1–F4), outcomes, receipts.",4,4
Scene 12: Global Viewers: 8×8 + 4×4×4×4 + Parity Shell, Add viewers without changing work: local 8×8; meso 4×4×4×4; parity 2×2×2×2.,4,4
3) Octet overlay: Fill H1–H8 views; record REST constraints.,7) Iterate: Promote validated cards to your deck top; archive non-working slips.,4,4
Scene 13: Not Lattice Flattery: Governance by Geometry, Why E8/Leech/Monster emerge from constraints; not taste.,4,4
CQE Card Kit (Paper-Only),UTC 2025-09-20 21:06,4,4
Refined printable kit  Decks  Overlays  Loom  Stations  Ledgers,UTC 2025-09-20 21:06,4,4
Room, Why E8/Leech/Monster emerge from constraints; not taste.,4,4
Scene 13: Not Lattice Flattery: Governance by Geometry,■ Which viewer best predicted success?,4,4
UTC 2025-09-20 21:06,decks of cards.,4,4
Refined printable kit  Decks  Overlays  Loom  Stations  Ledgers,thresholds; and ledger reproducible 4-bit commits.,4,4
Hand■ins (artifacts to keep),■ Which viewer best predicted success?,4,4
"Constraint cards, counterexample wall.", How parity+glue legality forces the shell.,4,4
decks of cards.,overlays.,4,4
Debrief (2–3 prompts),"— Viewer indices, hotspot ids, Δ■lift chosen, receipts.",4,4
00_Cover,overlays.,4,4
accordingly; compare debt drop.,"✓ Viewer overlays, ledger row.",4,4
"Scene 15 — Capstone: Three■Track Non■Toy (Optics, DNA,",Three stations; octet master; metrics per rail.,4,4
License: CC-BY 4.0  Generated 2025-09-20,UTC 2025-09-20 21:06,4,4
Blocking (5–15 minutes),"— Viewer indices, hotspot ids, Δ■lift chosen, receipts.",4,4
00_Cover,Page 1,4,4
Safety,accordingly; compare debt drop.,4,4
Safety,"Viewer templates, highlighters.",4,4
1) Deal primitives: Aces = primitives. Write domain glyphs on them.,UTC 2025-09-20 21:06,4,4
3) Octet overlay: Fill H1–H8 views; record REST constraints.,Quick Start,4,4
"Viewer templates, highlighters.", Find hot■zones to focus Δ■lifts first.,4,4
10-minute run with two decks + overlays,4) Mirror test: Forward■Inverse ≈ identity. Mismatch → red Δ-lift card.,4,4
Room, Add viewers without changing work: local 8×8; meso 4×4×4×4; parity 2×2×2×2.,4,4
1) Deal primitives: Aces = primitives. Write domain glyphs on them.,5) Strict ratchet: Tighten thresholds only after a pass (gold sticker).,4,4
"Constraint cards, counterexample wall.",Safety,4,4
Scene 12 — Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,"✓ Viewer overlays, ledger row.",4,4
1. Timing,H7,4,4
Scene 7 — 8■Person Table with Neighbor Lanes,■■ Assign roles; run 2 cycles; enforce neighbor receipts; rotate seats; compare throughput.,4,4
log a 4■bit after retune.,"✓ Spectrogram sheet, receipt.",4,4
Page 3,Receipts & 4-bit,4,4
faces.,"✓ Assembled model photos, notes, ledger.",4,4
03_Receipts_4bit,Merkle-ish page hash / signatures,4,4
Blocking (5–15 minutes),"— Pose, hub ids, mid■slice tags, 4■bit example.",4,4
Scene 4 — Construction■A Loom: E8 and Leech on Paper,■■ Build E8 halves; overlay mirror; demonstrate root reflections.,4,4
Safety,faces.,4,4
"Printed nets, tape, colored thread for hubs.",Safety,4,4
Page 4,Parity Loom,4,4
Scene 3 — Octet Coverage for ML (A/B→Octet),"✓ Octet pass grid, receipts.",4,4
Parity Loom,Parity Loom (E8/Leech scaffold),4,4
"Printed nets, tape, colored thread for hubs."," Understand why geometry, not taste, governs the shell.",4,4
Room, Wrap a tesseract into the torus; locate 4■bit hubs; see 1→64→1 codec sketch.,4,4
Parity Loom (E8/Leech scaffold),permutation cards to rethread.,4,4
Safety,"Two clipboards (blue/red), hash stickers.",4,4
04_Parity_Loom,steps.,4,4
Scene 9: Hypercube→Toroidal Chamber (4■bit Hubs), Wrap a tesseract into the torus; locate 4■bit hubs; see 1→64→1 codec sketch.,4,4
N/A,"— Blue/red pair id, hashes, receipts.",4,4
Peg grid (8×8). Mark parity lanes and half-glue ticks.,UTC 2025-09-20 21:06,4,4
Scene 9: Hypercube→Toroidal Chamber (4■bit Hubs),■ What metric flipped a decision?,4,4
04_Parity_Loom,Page 5,4,4
"Foam board, pegs, 8 & 24 strings, clip set.", Visualize 8■twine E8 and 24■twine Leech masks with octads.,4,4
Debrief (2–3 prompts),"— Deck id, card set, measurement token, 4■bit commit.",4,4
Page 5,Stations,4,4
Stations,"Stations: Measure, Tag, Resume",4,4
Cartan links; run octet/mirror/Δ/strict; pause for a measurement; re■enter.,"✓ Card photo, metric sheet, ledger.",4,4
Blocking (5–15 minutes),"— Deck id, card set, measurement token, 4■bit commit.",4,4
Pause cards → test → sticky sidecar → continue,rejoin table play.,4,4
rejoin table play.,Δ,4,4
Scene 4 — Construction■A Loom: E8 and Leech on Paper,"✓ Photo of loom, mask sheet, ledger row.",4,4
Debrief (2–3 prompts),"— Pose, hub ids, mid■slice tags, 4■bit example.",4,4
2. Polarity,H8,4,4
"Two clipboards (blue/red), hash stickers.", Always leave a 4■bit and a hash trail.,4,4
3. Scale,REST (palindromic mirror): notes / constraints,4,4
Blocking (5–15 minutes),"— Tone pair, beat freq, Δ■lift, receipt.",4,4
1. Timing,4. Pose,4,4
Scene 6 — Two■Scientist Theorem■Card Resolution,"✓ Card stack, mirror sheet, ledger snippet.",4,4
2. Polarity,5. Domain,4,4
Scene 6 — Two■Scientist Theorem■Card Resolution,"— Claim ids, mirror pass/fail, Δ■lift ids, receipts.",4,4
Safety,log a 4■bit after retune.,4,4
"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts", Operate dual■rail safety: blue = open; red = internal only.,4,4
Safety,"Tone generator app, small speaker, paper spectrogram.",4,4
3. Scale,6. Conditioning,4,4
4. Pose,7. Units,4,4
Scene 6 — Two■Scientist Theorem■Card Resolution,■■ Each writes claim+assumptions; test under shared mirror; record receipts; promote passing; archive,4,4
5. Domain,8. Precision,4,4
"Tone generator app, small speaker, paper spectrogram.", Use beats as a quick hot■zone detector for Δ■lifts.,4,4
Scene 6 — Two■Scientist Theorem■Card Resolution,"Theorem cards, claim wall, mirror worksheet.",4,4
Room, Map harmonic stack to octet; subharmonics to Cartan ‘outside’ nudges.,4,4
6. Conditioning,9. Cost,4,4
10. Seed,7. Units,4,4
Hot■Zones), Use beats as a quick hot■zone detector for Δ■lifts.,4,4
02_Octet_DNA10,10. Seed,4,4
Scene 5 — Sidecar Sprint: 4 Rails in 20 Minutes,✓ 4 station sheets; master ledger row.,4,4
Scene 10: Sound & Subharmonics Viewer (Cartan,What it teaches (learning targets),4,4
Room, Operate dual■rail safety: blue = open; red = internal only.,4,4
Scene 10: Sound & Subharmonics Viewer (Cartan,■ What would break if hubs were 3 or 9?,4,4
Scene 5 — Sidecar Sprint: 4 Rails in 20 Minutes,■■ Run each rail: tokens→octet→mirror→Δ→strict→4■bit; copy receipts to master ledger.,4,4
4 stations; shared octet; sticky token labels.,Scene 5 — Sidecar Sprint: 4 Rails in 20 Minutes,4,4
Hand■ins (artifacts to keep),■ What would break if hubs were 3 or 9?,4,4
PM,views run,4,4
Page 18,Receipts & 4-bit,4,4
Cosmos,■ Ripple content decoded,4,4
Blocking (5–15 minutes),"— Mirror tolerance, Δ■lift id, before/after OPE/FCE, strict update.",4,4
"Grid board (4×4), parity markers.",Instruments,4,4
4-bit Commit,"Mirror Evidence:metrics, plots, checksumsViews Exercised:1 2 3 4 5 6 7 8",4,4
Worksheet – Mirror Test,■ Inverse pipeline defined,4,4
■ WFE ≤ 25→22 nm strict,■ ΔT/tick ≤ 1.0→0.8 K,4,4
Notes:,■ DNA■10,4,4
■ Local identity name,■ Safety notes (side effects),4,4
Hand■ins (artifacts to keep),■ Was the Δ local? Did it generalize to a second view?,4,4
Class Kit Checklist, Dry-erase sleeves + fine-tip markers,4,4
■ FFT↔iFFT closure,■ Vent cadence stable,4,4
UTC 2025-09-20 21:06, 2+ decks of cards (different back colors) per table,4,4
Thermal,■ Pulse symmetry,4,4
Jokers:subharmonic / Cartan bridges,"Mirror Evidence:metrics, plots, checksumsViews Exercised:1 2 3 4 5 6 7 8",4,4
Polar/Spin/EM,■ ΔT/tick ≤ 1.0→0.8 K,4,4
N/A,"n=1→4 worksheets, insertion checklist, class bins (8).",4,4
Safety,"■■ Build n=1 rest, show first parity choice at n=2.",4,4
■ LHCP/RHCP swap,■ Vent cadence stable,4,4
Hand■ins (artifacts to keep),■■ Pick the forward pipeline; write its inverse.,4,4
N/A,"■■ Complete n=3, point to latent 4■cell cross.",4,4
■ Pulse symmetry,■ Spin filter eff ≥ 80%,4,4
Budget-friendly supply list," Ruler, tape, scissors, hole punch",4,4
Room,"n=1→4 worksheets, insertion checklist, class bins (8).",4,4
Scene 3: Octet Coverage for ML (A/B→Octet),■ Was the Δ local? Did it generalize to a second view?,4,4
Scene 3: Octet Coverage for ML (A/B→Octet), Generalize A/B to 8 views; prevent winner■only bias.,4,4
■ DNA■10,■ constructionA (code/modulus/glue),4,4
Eight Baseline Packs,■ PSF match (SC≥0.98),4,4
13_Class_Checklist,Room layout & station assignments,4,4
Optics  Thermal  Polar/Spin/EM  Math/Logic  Bio  Neuro  Cosmos  Systems,■ WFE ≤ 25→22 nm strict,4,4
Room layout & station assignments, A4/Letter cardstock for cards,4,4
Notes:,Worksheet – Mirror Test,4,4
■ automorphism id,■ thresholds (normal/strict),4,4
 Ledger binder (Working / Non-Working albums), Printed kit (this PDF),4,4
Full Idea (9):,Parity Twin (10):,4,4
Thermal,■ PSF match (SC≥0.98),4,4
 A4/Letter cardstock for cards, Transparent overlays (acetate),4,4
"Grid board (4×4), parity markers.",inequivalent insertions.,4,4
" Balsa sticks, foam board / peg board, paper clips", Printed kit (this PDF),4,4
■ octet map,■ receipts (4■bit + hash),4,4
Optics,■ FFT↔iFFT closure,4,4
" Ruler, tape, scissors, hole punch"," Sticky notes (token sidecars), colored pens",4,4
 Dry-erase sleeves + fine-tip markers, Transparent overlays (acetate),4,4
 2+ decks of cards (different back colors) per table," Balsa sticks, foam board / peg board, paper clips",4,4
Jokers:subharmonic / Cartan bridges,Strict Bounds:list tightened thresholds (old new),4,4
Polar/Spin/EM,■ AR ≤ 1.5 dB strict,4,4
Optics,UTC 2025-09-20 21:06,4,4
Blocking (5–15 minutes),■■ Canonicalize n=4 palindrome (up to pose).,4,4
■ Redshift bins stable,■ Safety ratchets ✓,4,4
■ Closed-loop error ↓,■ Seed B-fields consistent,4,4
List per suit or view Views,Octet Map (2 8):,4,4
Room, Turn a one■way mismatch into a local repair with receipts.,4,4
Bio proxy,■ Batch day variance ok,4,4
Observers (J/Q/K):metrics / view priority / strictness -lifts:,Parity Twin (10):,4,4
Neuro proxy,■ Overlay RMS ≤ τ,4,4
Hand■ins (artifacts to keep),■ What would ‘<8 classes’ break downstream?,4,4
Systems,■ Shear fields coherent,4,4
Cosmos,■ Redshift bins stable,4,4
■ How does rotation act on class labels?,"✓ Checked grid, class map (8), receipt.",4,4
■ Irreversibility ✓,■ Ripple content decoded,4,4
■ Noise floor stable,■ Seed B-fields consistent,4,4
■ Mode switch detected,■ Shear fields coherent,4,4
■ Batch day variance ok,■ Mode switch detected,4,4
Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix),■ How does rotation act on class labels?,4,4
Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix), Turn a one■way mismatch into a local repair with receipts.,4,4
Neuro proxy,■ Noise floor stable,4,4
Notes:,Worksheet – Δ■lift Cookbook,4,4
■ Irreversibility ✓,■ Type checks pass,4,4
Systems,■ Latency within bound,4,4
"Whiteboard, printed spectra pair or time series twin.", Practice mirror pairs (FFT↔iFFT; encode↔decode; simulate↔measure).,4,4
Safety,"Whiteboard, printed spectra pair or time series twin.",4,4
Math/Logic,■ LHCP/RHCP swap,4,4
Ledger hook (what gets recorded),"■■ Build n=1 rest, show first parity choice at n=2.",4,4
■ Interval proofs,■ Spin filter eff ≥ 80%,4,4
Local repairs + rationale,Strict Bounds:list tightened thresholds (old new),4,4
Primitives (Aces):,Suit Mapping:=____ =____ =____ =____,4,4
Safety,■■ Pick the forward pipeline; write its inverse.,4,4
■ AR ≤ 1.5 dB strict,■ OPE/FCE debt ↓,4,4
12_Baseline_Packs,Custom pack notes,4,4
"— Octad class tag, pose, tolerance; 4■bit commit when 4 views pass.","■■ Complete n=3, point to latent 4■cell cross.",4,4
Worksheet – Δ■lift Cookbook,■ Preconditions,4,4
Math/Logic,■ Type checks pass,4,4
Bio proxy,■ Interval proofs,4,4
Custom pack notes,■ Closed-loop error ↓,4,4
Hand■ins (artifacts to keep),■■ Canonicalize n=4 palindrome (up to pose).,4,4
Local repairs + rationale,Observers (J/Q/K):metrics / view priority / strictness -lifts:,4,4
■ Forward pipeline defined,■ Δ■lift candidates listed,4,4
■ OPE/FCE debt ↓,■ Overlay RMS ≤ τ,4,4
Octet Map (2 8):,Primitives (Aces):,4,4
Scene 1: n=1→n=5: The Hinge that Forces the Octad,inequivalent insertions.,4,4
 Clipboard for station runs," Sticky notes (token sidecars), colored pens",4,4
■ Mirror within tol?,■ OPE debt ok?,4,4
N/A,"■■ Mark 8 views (colored boxes), set a palindromic REST.",4,4
What it teaches (learning targets), Learn how a 2■minute paper run creates a reproducible ledger row.,4,4
Blocking (5–15 minutes),■■ Run a forward↔inverse mirror; circle mismatches (red).,4,4
Hand■ins (artifacts to keep),■■ Require ≥4 pass post■Δ■lift before commit; log 4■bit.,4,4
Props & setup, See the full loop: Octet → Mirror → Δ■lift → Strict → 4■bit receipts.,4,4
Room, Understand stand■ins (tokens) vs. form (geometry) vs. meaning (labels).,4,4
Ranks 1 8 = Octet (coverage),Re-run under parity; enforce palindromic rest,4,4
