component,category,source_file,evidence
Scene 12: Global Viewers: 8×8 + 4×4×4×4 + Parity Shell,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,Scene 12: Global Viewers: 8×8 + 4×4×4×4 + Parity Shell
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,What it teaches (learning targets)
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,N/A
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,Ledger hook (what gets recorded)
"— Viewer indices, hotspot ids, Δ■lift chosen, receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,"— Viewer indices, hotspot ids, Δ■lift chosen, receipts."
"✓ Viewer overlays, ledger row.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,"✓ Viewer overlays, ledger row."
"✓ Viewer overlays, ledger row.",overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_12.pdf,"✓ Viewer overlays, ledger row."
Scene 13: Not Lattice Flattery: Governance by Geometry,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,Scene 13: Not Lattice Flattery: Governance by Geometry
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,What it teaches (learning targets)
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,N/A
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,Ledger hook (what gets recorded)
"— Falsifier ids (F1–F4), outcomes, receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,"— Falsifier ids (F1–F4), outcomes, receipts."
"✓ Counterexample log, ledger.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_13.pdf,"✓ Counterexample log, ledger."
"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts",scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts"
"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,"Scene 14: Sandbox Red/Blue: Safety, Redaction, Receipts"
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,What it teaches (learning targets)
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,N/A
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,Ledger hook (what gets recorded)
"— Blue/red pair id, hashes, receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_14.pdf,"— Blue/red pair id, hashes, receipts."
"Scene 15: Capstone: Three■Track Non■Toy (Optics, DNA,",scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,"Scene 15: Capstone: Three■Track Non■Toy (Optics, DNA,"
Finance),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,Finance)
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,What it teaches (learning targets)
 Run three independent rails on one shell; compare receipts; compress meanings.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf, Run three independent rails on one shell; compare receipts; compress meanings.
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,Room
Three stations; octet master; metrics per rail.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,Three stations; octet master; metrics per rail.
Three stations; octet master; metrics per rail.,station,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,Three stations; octet master; metrics per rail.
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,N/A
■■ Each rail performs octet/mirror/Δ/strict; commit or annihilate; compress repeating Δ■lifts into a,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,■■ Each rail performs octet/mirror/Δ/strict; commit or annihilate; compress repeating Δ■lifts into a
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,Ledger hook (what gets recorded)
"— Rail receipts, meaning pack v#, anchor id.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,"— Rail receipts, meaning pack v#, anchor id."
✓ 3 receipts; promoted pack doc; anchor ledger row.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_15.pdf,✓ 3 receipts; promoted pack doc; anchor ledger row.
Worksheet – Octet Overlay,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_01.pdf,Worksheet – Octet Overlay
Worksheet – Octet Overlay,overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_01.pdf,Worksheet – Octet Overlay
■ H1–H8 views named and colored,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_01.pdf,■ H1–H8 views named and colored
Notes:,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_01.pdf,Notes:
Worksheet – Mirror Test,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_02.pdf,Worksheet – Mirror Test
Notes:,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_02.pdf,Notes:
Notes:,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_03.pdf,Notes:
Worksheet – Strict Ratchet,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_04.pdf,Worksheet – Strict Ratchet
Notes:,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_04.pdf,Notes:
Worksheet – 4■bit Receipt,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_05.pdf,Worksheet – 4■bit Receipt
■ Views≥4 passed?,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_05.pdf,■ Views≥4 passed?
■ Mirror within tol?,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_05.pdf,■ Mirror within tol?
Notes:,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_05.pdf,Notes:
Worksheet – Ledger Row,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_06.pdf,Worksheet – Ledger Row
■ octet map,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_06.pdf,■ octet map
■ thresholds (normal/strict),view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_06.pdf,■ thresholds (normal/strict)
■ receipts (4■bit + hash),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_06.pdf,■ receipts (4■bit + hash)
Notes:,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Worksheet_06.pdf,Notes:
